mgi_symbol	ensembl_gene_id
Fbxl18	ENSMUSG00000066640
Fbxl19	ENSMUSG00000030811
Fbxl2	ENSMUSG00000032507
Fbxl3	ENSMUSG00000022124
Fbxl8	ENSMUSG00000033313
Fbxo16	ENSMUSG00000034532
Fbxo17	ENSMUSG00000030598
Fbxo22	ENSMUSG00000032309
Fbxo25	ENSMUSG00000038365
Fbxo27	ENSMUSG00000037463
Fbxo30	ENSMUSG00000047648
Fbxo31	ENSMUSG00000052934
Fbxo34	ENSMUSG00000037536
Fbxo41	ENSMUSG00000047013
Fbxo46	ENSMUSG00000050428
Fbxo7	ENSMUSG00000001786
Fbxo8	ENSMUSG00000038206
Fbxo9	ENSMUSG00000001366
Fbxw9	ENSMUSG00000008167
Fcgrt	ENSMUSG00000003420
Fcho1	ENSMUSG00000070000
Fchsd2	ENSMUSG00000030691
Fcor	ENSMUSG00000089665
Fdft1	ENSMUSG00000021273
Fdx1	ENSMUSG00000032051
Fdxacb1	ENSMUSG00000037845
Fem1b	ENSMUSG00000032244
Fermt2	ENSMUSG00000037712
Fez1	ENSMUSG00000032118
Fgd6	ENSMUSG00000020021
Fgf22	ENSMUSG00000020327
Fgf9	ENSMUSG00000021974
Fgfr1	ENSMUSG00000031565
Fgfr1op2	ENSMUSG00000040242
Fgl1	ENSMUSG00000031594
Fhit	ENSMUSG00000060579
Fig4	ENSMUSG00000038417
Filip1	ENSMUSG00000034898
Fis1	ENSMUSG00000019054
Fiz1	ENSMUSG00000061374
Fkbp14	ENSMUSG00000038074
Fkbp4	ENSMUSG00000030357
Fkbp8	ENSMUSG00000019428
Fkbp9	ENSMUSG00000029781
Fkrp	ENSMUSG00000048920
Fli1	ENSMUSG00000016087
Flnb	ENSMUSG00000025278
Flnc	ENSMUSG00000068699
Flt1	ENSMUSG00000029648
Flt3	ENSMUSG00000042817
Flt3l	ENSMUSG00000110206
Fmc1	ENSMUSG00000019689
Fndc3a	ENSMUSG00000033487
Fnta	ENSMUSG00000015994
Folh1	ENSMUSG00000001773
Fosb	ENSMUSG00000003545
Foxj2	ENSMUSG00000003154
Foxk1	ENSMUSG00000056493
Foxo3	ENSMUSG00000048756
Foxp1	ENSMUSG00000030067
Foxp2	ENSMUSG00000029563
Foxred1	ENSMUSG00000039048
Frg1	ENSMUSG00000031590
Frmd4b	ENSMUSG00000030064
Frs2	ENSMUSG00000020170
Fry	ENSMUSG00000056602
Fscn1	ENSMUSG00000029581
Fstl3	ENSMUSG00000020325
Ftl1	ENSMUSG00000050708
Fto	ENSMUSG00000055932
Fuca2	ENSMUSG00000019810
Fuom	ENSMUSG00000025466
Furin	ENSMUSG00000030530
Fus	ENSMUSG00000030795
Fut10	ENSMUSG00000046152
Fut11	ENSMUSG00000039357
Fuz	ENSMUSG00000011658
Fxyd1	ENSMUSG00000036570
Fxyd2	ENSMUSG00000059412
Fxyd3	ENSMUSG00000057092
Fxyd4	ENSMUSG00000004988
Fxyd5	ENSMUSG00000009687
Fxyd6	ENSMUSG00000066705
Fxyd7	ENSMUSG00000036578
Fyco1	ENSMUSG00000025241
Fyn	ENSMUSG00000019843
Fzd3	ENSMUSG00000007989
Fzd4	ENSMUSG00000049791
Fzr1	ENSMUSG00000020235
Gab1	ENSMUSG00000031714
Gab2	ENSMUSG00000004508
Gabarapl1	ENSMUSG00000030161
Gabarapl2	ENSMUSG00000031950
Gabra5	ENSMUSG00000055078
Gabrb3	ENSMUSG00000033676
Gabrg3	ENSMUSG00000055026
Gadd45a	ENSMUSG00000036390
Gadd45b	ENSMUSG00000015312
Gadd45gip1	ENSMUSG00000033751
Gadl1	ENSMUSG00000056880
Galnt18	ENSMUSG00000038296
Galnt4	ENSMUSG00000090035
Galnt7	ENSMUSG00000031608
Gamt	ENSMUSG00000020150
Gan	ENSMUSG00000052557
Gapdh	ENSMUSG00000057666
Gars	ENSMUSG00000029777
Gas2	ENSMUSG00000030498
Gas2l3	ENSMUSG00000074802
Gas6	ENSMUSG00000031451
Gas8	ENSMUSG00000040220
Gatad2a	ENSMUSG00000036180
Gatd1	ENSMUSG00000051007
Gcc1	ENSMUSG00000029708
Gcc2	ENSMUSG00000038039
Gcc2	ENSMUSG00000107275
Gcdh	ENSMUSG00000003809
Gcfc2	ENSMUSG00000035125
Gch1	ENSMUSG00000037580
Gclc	ENSMUSG00000032350
Gcsh	ENSMUSG00000034424
Gde1	ENSMUSG00000033917
Gdf11	ENSMUSG00000025352
Gdpd3	ENSMUSG00000030703
Gdpd5	ENSMUSG00000035314
Gdpgp1	ENSMUSG00000050973
Gemin7	ENSMUSG00000044709
Get4	ENSMUSG00000025858
Gfod2	ENSMUSG00000013150
Gfpt1	ENSMUSG00000029992
Gfra2	ENSMUSG00000022103
Gga2	ENSMUSG00000030872
Ggact	ENSMUSG00000041625
Ggct	ENSMUSG00000002797
Ggcx	ENSMUSG00000053460
Ggcx	ENSMUSG00000103019
Ggt5	ENSMUSG00000006344
Ghitm	ENSMUSG00000041028
Gigyf1	ENSMUSG00000029714
Gimap5	ENSMUSG00000043505
Gimap6	ENSMUSG00000047867
Ginm1	ENSMUSG00000040006
Ginm1	ENSMUSG00000115999
Gins2	ENSMUSG00000031821
Gins3	ENSMUSG00000031669
Gins4	ENSMUSG00000031546
Gipc1	ENSMUSG00000019433
Gja1	ENSMUSG00000050953
Gjc3	ENSMUSG00000056966
Gk5	ENSMUSG00000041440
Glb1	ENSMUSG00000045594
Glb1l2	ENSMUSG00000036395
Glcci1	ENSMUSG00000029638
Glce	ENSMUSG00000032252
Gldn	ENSMUSG00000046167
Glg1	ENSMUSG00000003316
Glrx3	ENSMUSG00000031068
Gls2	ENSMUSG00000044005
Glt8d1	ENSMUSG00000021916
Glud1	ENSMUSG00000021794
Glyctk	ENSMUSG00000020258
Gm10010	ENSMUSG00000056771
Gm10069	ENSMUSG00000059659
Gm10073	ENSMUSG00000060019
Gm10076	ENSMUSG00000060143
Gm10244	ENSMUSG00000068601
Gm10602	ENSMUSG00000073985
Gm10605	ENSMUSG00000097974
Gm10638	ENSMUSG00000074178
Gm10640	ENSMUSG00000100985
Gm10642	ENSMUSG00000074213
Gm10643	ENSMUSG00000074215
Gm10687	ENSMUSG00000097617
Gm10827	ENSMUSG00000096977
Gm12758	ENSMUSG00000085105
Gm15050	ENSMUSG00000087626
Gm15510	ENSMUSG00000086604
Gm15545	ENSMUSG00000087138
Gm15706	ENSMUSG00000086013
Gm15934	ENSMUSG00000090088
Gm16099	ENSMUSG00000087114
Gm16124	ENSMUSG00000086914
Gm16364	ENSMUSG00000087014
Gm16364	ENSMUSG00000086915
Gm16485	ENSMUSG00000078117
Gm16536	ENSMUSG00000089810
Gm16638	ENSMUSG00000087088
Gm16754	ENSMUSG00000097439
Gm16794	ENSMUSG00000097777
Gm16845	ENSMUSG00000096981
Gm16973	ENSMUSG00000097743
Gm17102	ENSMUSG00000091864
Gm17226	ENSMUSG00000090270
Gm17399	ENSMUSG00000097402
Gm17484	ENSMUSG00000091514
Gm19345	ENSMUSG00000092216
Gm19531	ENSMUSG00000111348
Gm20139	ENSMUSG00000111052
Gm20186	ENSMUSG00000106874
Gm20300	ENSMUSG00000111080
Gm20387	ENSMUSG00000092448
Gm20597	ENSMUSG00000112739
Gm20655	ENSMUSG00000093672
Gm2115	ENSMUSG00000097789
Gm21781	ENSMUSG00000095123
Gm21814	ENSMUSG00000096299
Gm2415	ENSMUSG00000086119
Gm26532	ENSMUSG00000097296
Gm26614	ENSMUSG00000097240
Gm26737	ENSMUSG00000097467
Gm26782	ENSMUSG00000097431
Gm26802	ENSMUSG00000097266
Gm2694	ENSMUSG00000097248
Gm26982	ENSMUSG00000097994
Gm28729	ENSMUSG00000099564
Gm29674	ENSMUSG00000112466
Gm29773	ENSMUSG00000110547
Gm30122	ENSMUSG00000112433
Gm31105	ENSMUSG00000109587
Gm31107	ENSMUSG00000114621
Gm31793	ENSMUSG00000112742
Gm31816	ENSMUSG00000109844
Gm3248	ENSMUSG00000091275
Gm32856	ENSMUSG00000110605
Gm32913	ENSMUSG00000115664
Gm32926	ENSMUSG00000111474
Gm34006	ENSMUSG00000111293
Gm35696	ENSMUSG00000112527
Gm35721	ENSMUSG00000112143
Gm36210	ENSMUSG00000110221
Gm36266	ENSMUSG00000106617
Gm3636	ENSMUSG00000091754
Gm37494	ENSMUSG00000108621
Gm38393	ENSMUSG00000000948
Gm3854	ENSMUSG00000109398
Gm38901	ENSMUSG00000107060
Gm38910	ENSMUSG00000107728
Gm38944	ENSMUSG00000109080
Gm39090	ENSMUSG00000108801
Gm39244	ENSMUSG00000109868
Gm39302	ENSMUSG00000111172
Gm39459	ENSMUSG00000111720
Gm39469	ENSMUSG00000110834
Gm39469	ENSMUSG00000111701
Gm40518	ENSMUSG00000110924
Gm42372	ENSMUSG00000108348
Gm42715	ENSMUSG00000107023
Gm4285	ENSMUSG00000085829
Gm43154	ENSMUSG00000086804
Gm43597	ENSMUSG00000107096
Gm44053	ENSMUSG00000108137
Gm44618	ENSMUSG00000108905
Gm44623	ENSMUSG00000108883
Gm44718	ENSMUSG00000108421
Gm44969	ENSMUSG00000109200
Gm45051	ENSMUSG00000108435
Gm45051	ENSMUSG00000108664
Gm45052	ENSMUSG00000108313
Gm45184	ENSMUSG00000108483
Gm45351	ENSMUSG00000092178
Gm45441	ENSMUSG00000110020
Gm45509	ENSMUSG00000109781
Gm45844	ENSMUSG00000110105
Gm45847	ENSMUSG00000109814
Gm4632	ENSMUSG00000115111
Gm4673	ENSMUSG00000097750
Gm47128	ENSMUSG00000111192
Gm47133	ENSMUSG00000111221
Gm47204	ENSMUSG00000110980
Gm47595	ENSMUSG00000112080
Gm48007	ENSMUSG00000110905
Gm48045	ENSMUSG00000111905
Gm48551	ENSMUSG00000113262
Gm48604	ENSMUSG00000111291
Gm48855	ENSMUSG00000111160
Gm48992	ENSMUSG00000115650
Gm49032	ENSMUSG00000115109
Gm49201	ENSMUSG00000115124
Gm4924	ENSMUSG00000073427
Gm49336	ENSMUSG00000114797
Gm5	ENSMUSG00000106738
Gm5113	ENSMUSG00000066647
Gm5136	ENSMUSG00000112039
Gm5577	ENSMUSG00000084950
Gm5617	ENSMUSG00000042293
Gm5914	ENSMUSG00000098120
Gm6213	ENSMUSG00000109827
Gm6980	ENSMUSG00000111357
Gm765	ENSMUSG00000090667
Gm9767	ENSMUSG00000039098
Gm9803	ENSMUSG00000045886
Gm9844	ENSMUSG00000091955
Gm9856	ENSMUSG00000110945
Gm9885	ENSMUSG00000052629
Gmcl1	ENSMUSG00000001157
Gmfb	ENSMUSG00000062014
Gmip	ENSMUSG00000036246
Gmppb	ENSMUSG00000070284
Gmpr2	ENSMUSG00000002326
Gna11	ENSMUSG00000034781
Gna12	ENSMUSG00000000149
Gnai2	ENSMUSG00000032562
Gnao1	ENSMUSG00000031748
Gnaz	ENSMUSG00000040009
Gnb2	ENSMUSG00000029713
Gnb3	ENSMUSG00000023439
Gnb5	ENSMUSG00000032192
Gng11	ENSMUSG00000032766
Gng12	ENSMUSG00000036402
Gng2	ENSMUSG00000043004
Gng7	ENSMUSG00000048240
Gng8	ENSMUSG00000063594
Gnl3	ENSMUSG00000042354
Gnpat	ENSMUSG00000031985
Gnpnat1	ENSMUSG00000037722
Gnptab	ENSMUSG00000035311
Gns	ENSMUSG00000034707
Golga4	ENSMUSG00000038708
Golga7	ENSMUSG00000015341
Golt1b	ENSMUSG00000030245
Gopc	ENSMUSG00000019861
Gorasp1	ENSMUSG00000032513
Got2	ENSMUSG00000031672
Gpalpp1	ENSMUSG00000022008
Gpat4	ENSMUSG00000031545
Gpatch1	ENSMUSG00000063808
Gpc5	ENSMUSG00000022112
Gpc6	ENSMUSG00000058571
Gpd1l	ENSMUSG00000050627
Gper1	ENSMUSG00000053647
Gpi1	ENSMUSG00000036427
Gpm6a	ENSMUSG00000031517
Gpr137c	ENSMUSG00000049092
Gpr139	ENSMUSG00000066197
Gpr146	ENSMUSG00000044197
Gpr162	ENSMUSG00000038390
Gpr180	ENSMUSG00000022131
Gpr19	ENSMUSG00000032641
Gpr26	ENSMUSG00000040125
Gpr27	ENSMUSG00000072875
Gpr37	ENSMUSG00000039904
Gpr85	ENSMUSG00000048216
Gprc5b	ENSMUSG00000008734
Gprin2	ENSMUSG00000071531
Gprin3	ENSMUSG00000045441
Gpt2	ENSMUSG00000031700
Gpx1	ENSMUSG00000063856
Gpx4	ENSMUSG00000075706
Gramd1a	ENSMUSG00000001248
Gramd1b	ENSMUSG00000040111
Gramd2	ENSMUSG00000074259
Grcc10	ENSMUSG00000072772
Gria4	ENSMUSG00000025892
Grid1	ENSMUSG00000041078
Grid2	ENSMUSG00000071424
Grik2	ENSMUSG00000056073
Grik4	ENSMUSG00000032017
Grik5	ENSMUSG00000003378
Grin2d	ENSMUSG00000002771
Grip1	ENSMUSG00000034813
Grip2	ENSMUSG00000030098
Grm5	ENSMUSG00000049583
Grm7	ENSMUSG00000056755
Grm8	ENSMUSG00000024211
Grtp1	ENSMUSG00000038515
Grwd1	ENSMUSG00000053801
Gsdme	ENSMUSG00000029821
Gse1	ENSMUSG00000031822
Gsg1l	ENSMUSG00000046182
Gsk3a	ENSMUSG00000057177
Gsr	ENSMUSG00000031584
Gsta4	ENSMUSG00000032348
Gstt1	ENSMUSG00000001663
Gstt2	ENSMUSG00000033318
Gt(ROSA)26Sor	ENSMUSG00000086429
Gtf2a2	ENSMUSG00000033543
Gtf2e2	ENSMUSG00000031585
Gtf2f2	ENSMUSG00000067995
Gtf2h1	ENSMUSG00000006599
Gtf3a	ENSMUSG00000016503
Gtf3c1	ENSMUSG00000032777
Gtf3c6	ENSMUSG00000019837
Gtpbp3	ENSMUSG00000007610
Gucd1	ENSMUSG00000033416
Gucy1a2	ENSMUSG00000041624
Gys1	ENSMUSG00000003865
Hacd3	ENSMUSG00000033629
Hace1	ENSMUSG00000038822
Hacl1	ENSMUSG00000021884
Hal	ENSMUSG00000020017
Hapln3	ENSMUSG00000030606
Hapln4	ENSMUSG00000007594
Haus4	ENSMUSG00000022177
Haus5	ENSMUSG00000078762
Haus8	ENSMUSG00000035439
Hbb-bs	ENSMUSG00000052305
Hbs1l	ENSMUSG00000019977
Hcfc2	ENSMUSG00000020246
Hcn2	ENSMUSG00000020331
Hcn4	ENSMUSG00000032338
Hcrtr2	ENSMUSG00000032360
Hdac11	ENSMUSG00000034245
Hdac2	ENSMUSG00000019777
Hddc2	ENSMUSG00000000295
Hddc3	ENSMUSG00000030532
Hdgfl3	ENSMUSG00000025104
Hdhd5	ENSMUSG00000058979
Heatr3	ENSMUSG00000031657
Hebp1	ENSMUSG00000042770
Hebp2	ENSMUSG00000019853
Heca	ENSMUSG00000039879
Helb	ENSMUSG00000020228
Hemk1	ENSMUSG00000032579
Hepacam	ENSMUSG00000046240
Herc1	ENSMUSG00000038664
Herc2	ENSMUSG00000030451
Herc3	ENSMUSG00000029804
Herc4	ENSMUSG00000020064
Herc6	ENSMUSG00000029798
Herpud1	ENSMUSG00000031770
Herpud2	ENSMUSG00000008429
Hexa	ENSMUSG00000025232
Hey2	ENSMUSG00000019789
Hgsnat	ENSMUSG00000037260
Hhatl	ENSMUSG00000032523
Hhip	ENSMUSG00000064325
Hibadh	ENSMUSG00000029776
Higd1a	ENSMUSG00000038412
Hikeshi	ENSMUSG00000062797
Hilpda	ENSMUSG00000043421
Hinfp	ENSMUSG00000032119
Hint3	ENSMUSG00000019791
Hipk2	ENSMUSG00000061436
Hirip3	ENSMUSG00000042606
Hivep2	ENSMUSG00000015501
Hk1	ENSMUSG00000037012
Hk1os	ENSMUSG00000085347
Hk2	ENSMUSG00000000628
Hmbox1	ENSMUSG00000021972
Hmbs	ENSMUSG00000032126
Hmces	ENSMUSG00000030060
Hmg20a	ENSMUSG00000032329
Hmg20b	ENSMUSG00000020232
Hmgb1	ENSMUSG00000066551
Hmgb2	ENSMUSG00000054717
Hmgcll1	ENSMUSG00000007908
Hmgn3	ENSMUSG00000066456
Hmgxb4	ENSMUSG00000034518
Hmox1	ENSMUSG00000005413
Hnrnpa2b1	ENSMUSG00000004980
Hnrnpc	ENSMUSG00000060373
Hnrnpf	ENSMUSG00000042079
Hnrnph3	ENSMUSG00000020069
Hnrnpl	ENSMUSG00000015165
Hnrnpul1	ENSMUSG00000040725
Homer2	ENSMUSG00000025813
Homer3	ENSMUSG00000003573
Homez	ENSMUSG00000057156
Hook2	ENSMUSG00000052566
Hook3	ENSMUSG00000037234
Hotairm1	ENSMUSG00000087658
Hoxa1	ENSMUSG00000029844
Hoxa10	ENSMUSG00000000938
Hoxa3	ENSMUSG00000079560
Hoxa4	ENSMUSG00000000942
Hoxa5	ENSMUSG00000038253
Hoxa7	ENSMUSG00000038236
Hoxa9	ENSMUSG00000038227
Hoxaas3	ENSMUSG00000085696
Hpf1	ENSMUSG00000038005
Hps5	ENSMUSG00000014418
Hr	ENSMUSG00000022096
Hras	ENSMUSG00000025499
Hrh1	ENSMUSG00000053004
Hs3st2	ENSMUSG00000046321
Hs3st4	ENSMUSG00000078591
Hs3st5	ENSMUSG00000044499
Hsbp1	ENSMUSG00000031839
Hsd17b14	ENSMUSG00000030825
Hsdl1	ENSMUSG00000034189
Hsf2	ENSMUSG00000019878
Hsf4	ENSMUSG00000033249
Hsp90b1	ENSMUSG00000020048
Hspa8	ENSMUSG00000015656
Hspb2	ENSMUSG00000038086
Hspb6	ENSMUSG00000036854
Hspbp1	ENSMUSG00000063802
Hsph1	ENSMUSG00000029657
Htatip2	ENSMUSG00000039745
Htr1b	ENSMUSG00000049511
Htr2a	ENSMUSG00000034997
Htr3a	ENSMUSG00000032269
Htr3b	ENSMUSG00000008590
Htra1	ENSMUSG00000006205
Htra2	ENSMUSG00000068329
Htra4	ENSMUSG00000037406
Hyal2	ENSMUSG00000010047
Hyal3	ENSMUSG00000036091
Hykk	ENSMUSG00000035878
Hyls1	ENSMUSG00000050555
Hyou1	ENSMUSG00000032115
Ibtk	ENSMUSG00000035941
Ica1	ENSMUSG00000062995
Ice2	ENSMUSG00000032235
Idh2	ENSMUSG00000030541
Idh3a	ENSMUSG00000032279
Ier2	ENSMUSG00000053560
Iffo1	ENSMUSG00000038271
Ifitm1	ENSMUSG00000025491
Ifitm10	ENSMUSG00000045777
Ifitm2	ENSMUSG00000060591
Ifitm3	ENSMUSG00000025492
Ifngr1	ENSMUSG00000020009
Ifrd2	ENSMUSG00000010048
Ift122	ENSMUSG00000030323
Ift22	ENSMUSG00000007987
Ift46	ENSMUSG00000002031
Ift88	ENSMUSG00000040040
Igdcc4	ENSMUSG00000032816
Igf1r	ENSMUSG00000005533
Igf2bp3	ENSMUSG00000029814
Iglon5	ENSMUSG00000013367
Igsf9b	ENSMUSG00000034275
Ikbip	ENSMUSG00000019975
Ikbkb	ENSMUSG00000031537
Ikzf4	ENSMUSG00000002578
Ikzf5	ENSMUSG00000040167
Il17d	ENSMUSG00000050222
Il17ra	ENSMUSG00000002897
Il17rc	ENSMUSG00000030281
Il17rd	ENSMUSG00000040717
Il18	ENSMUSG00000039217
Il18bp	ENSMUSG00000070427
Il34	ENSMUSG00000031750
Il3ra	ENSMUSG00000068758
Il4ra	ENSMUSG00000030748
Ilf3	ENSMUSG00000032178
Ilk	ENSMUSG00000030890
Ilvbl	ENSMUSG00000032763
Immt	ENSMUSG00000052337
Imp3	ENSMUSG00000032288
Impdh1	ENSMUSG00000003500
Impdh2	ENSMUSG00000062867
Inafm1	ENSMUSG00000091811
Ing1	ENSMUSG00000045969
Ing2	ENSMUSG00000063049
Ing3	ENSMUSG00000029670
Ing4	ENSMUSG00000030330
Ino80b	ENSMUSG00000030034
Ino80e	ENSMUSG00000030689
Inpp4b	ENSMUSG00000037940
Inpp5a	ENSMUSG00000025477
Inpp5f	ENSMUSG00000042105
Inppl1	ENSMUSG00000032737
Insc	ENSMUSG00000048782
Insr	ENSMUSG00000005534
Ints1	ENSMUSG00000029547
Ints10	ENSMUSG00000031864
Ints13	ENSMUSG00000040250
Ints14	ENSMUSG00000034263
Ints4	ENSMUSG00000025133
Ints6	ENSMUSG00000035161
Ints9	ENSMUSG00000021975
Ip6k1	ENSMUSG00000032594
Ip6k2	ENSMUSG00000032599
Ip6k2	ENSMUSG00000106672
Ipcef1	ENSMUSG00000064065
Ipmk	ENSMUSG00000060733
Ipo4	ENSMUSG00000002319
Ipo5	ENSMUSG00000030662
Ipo7	ENSMUSG00000066232
Ipo8	ENSMUSG00000040029
Iqce	ENSMUSG00000036555
Iqgap1	ENSMUSG00000030536
Iqsec1	ENSMUSG00000034312
Iqsec3	ENSMUSG00000040797
Irak1bp1	ENSMUSG00000032251
Irak2	ENSMUSG00000060477
Irak3	ENSMUSG00000020227
Ireb2	ENSMUSG00000032293
Irf2	ENSMUSG00000031627
Irf2bp1	ENSMUSG00000044030
Irf2bp2	ENSMUSG00000051495
Irf3	ENSMUSG00000003184
Irf5	ENSMUSG00000029771
Irf7	ENSMUSG00000025498
Irf9	ENSMUSG00000002325
Irgq	ENSMUSG00000041037
Irs2	ENSMUSG00000038894
Irs3	ENSMUSG00000047182
Irx6	ENSMUSG00000031738
Isg20	ENSMUSG00000039236
Isl2	ENSMUSG00000032318
Islr2	ENSMUSG00000051243
Isoc2a	ENSMUSG00000086784
Isoc2b	ENSMUSG00000052605
Ist1	ENSMUSG00000031729
Isy1	ENSMUSG00000030056
Isyna1	ENSMUSG00000019139
Itfg1	ENSMUSG00000031703
Itfg2	ENSMUSG00000001518
Itga7	ENSMUSG00000025348
Itga9	ENSMUSG00000039115
Itgb1	ENSMUSG00000025809
Itm2b	ENSMUSG00000022108
Itpkc	ENSMUSG00000003752
Itpr1	ENSMUSG00000030102
Itpripl2	ENSMUSG00000095115
Izumo4	ENSMUSG00000055862
Jagn1	ENSMUSG00000051256
Jakmip3	ENSMUSG00000056856
Jakmip3	ENSMUSG00000111614
Jam3	ENSMUSG00000031990
Jaml	ENSMUSG00000048534
Jhy	ENSMUSG00000032023
Jmjd1c	ENSMUSG00000037876
Jmjd1c	ENSMUSG00000116315
Josd2	ENSMUSG00000038695
Jph3	ENSMUSG00000025318
Jph4	ENSMUSG00000022208
Jrkl	ENSMUSG00000079083
Junb	ENSMUSG00000052837
Jund	ENSMUSG00000071076
Jund	ENSMUSG00000110974
K230015D01Rik	ENSMUSG00000110630
Kank2	ENSMUSG00000032194
Kars	ENSMUSG00000031948
Kat6a	ENSMUSG00000031540
Kat6b	ENSMUSG00000021767
Kat8	ENSMUSG00000030801
Katna1	ENSMUSG00000019794
Katna1	ENSMUSG00000115937
Katnal1	ENSMUSG00000041298
Katnb1	ENSMUSG00000031787
Kbtbd11	ENSMUSG00000055675
Kbtbd2	ENSMUSG00000059486
Kbtbd3	ENSMUSG00000025893
Kbtbd7	ENSMUSG00000043881
Kbtbd8	ENSMUSG00000030031
Kcmf1	ENSMUSG00000055239
Kcna1	ENSMUSG00000047976
Kcna5	ENSMUSG00000045534
Kcna6	ENSMUSG00000038077
Kcnc1	ENSMUSG00000058975
Kcnc2	ENSMUSG00000035681
Kcnc3	ENSMUSG00000062785
Kcnd2	ENSMUSG00000060882
Kcng4	ENSMUSG00000045246
Kcnj11	ENSMUSG00000096146
Kcnk1	ENSMUSG00000033998
Kcnma1	ENSMUSG00000063142
Kcnmb4	ENSMUSG00000054934
Kcnmb4os2	ENSMUSG00000085837
Kcnn1	ENSMUSG00000002908
Kcnn1	ENSMUSG00000111706
Kcnn4	ENSMUSG00000054342
Kcnq1ot1	ENSMUSG00000101609
Kcnu1	ENSMUSG00000031576
Kctd12	ENSMUSG00000098557
Kctd13	ENSMUSG00000030685
Kctd15	ENSMUSG00000030499
Kctd21	ENSMUSG00000044952
Kctd6	ENSMUSG00000021752
Kctd9	ENSMUSG00000034327
Kdelr1	ENSMUSG00000002778
Kdelr2	ENSMUSG00000079111
Kdm3a	ENSMUSG00000053470
Kdm5a	ENSMUSG00000030180
Kdm7a	ENSMUSG00000042599
Kdm8	ENSMUSG00000030752
Keap1	ENSMUSG00000003308
Khnyn	ENSMUSG00000047153
Kif13b	ENSMUSG00000060012
Kif22	ENSMUSG00000030677
Kif23	ENSMUSG00000032254
Kif5a	ENSMUSG00000074657
Kif9	ENSMUSG00000032489
Kifc3	ENSMUSG00000031788
Kirrel3	ENSMUSG00000032036
Kirrel3os	ENSMUSG00000053889
Kiss1r	ENSMUSG00000035773
Kitl	ENSMUSG00000019966
Kl	ENSMUSG00000058488
Klc3	ENSMUSG00000040714
Klf13	ENSMUSG00000052040
Klf16	ENSMUSG00000035397
Klf2	ENSMUSG00000055148
Klf5	ENSMUSG00000005148
Klhdc10	ENSMUSG00000029775
Klhdc4	ENSMUSG00000040263
Klhdc8b	ENSMUSG00000032609
Klhl1	ENSMUSG00000022076
Klhl18	ENSMUSG00000054792
Klhl2	ENSMUSG00000031605
Klhl25	ENSMUSG00000055652
Klhl26	ENSMUSG00000055707
Klhl33	ENSMUSG00000090799
Klhl35	ENSMUSG00000035298
Klhl42	ENSMUSG00000040102
Klk5	ENSMUSG00000074155
Klrg2	ENSMUSG00000071537
Kmt2a	ENSMUSG00000002028
Kmt2b	ENSMUSG00000006307
Kmt5c	ENSMUSG00000059851
Kndc1	ENSMUSG00000066129
Knop1	ENSMUSG00000030980
Kpna3	ENSMUSG00000021929
Kptn	ENSMUSG00000006021
Kras	ENSMUSG00000030265
Krba1	ENSMUSG00000042810
Krcc1	ENSMUSG00000053012
Kri1	ENSMUSG00000035047
Krr1	ENSMUSG00000063334
Ktn1	ENSMUSG00000021843
Kxd1	ENSMUSG00000055553
L3mbtl3	ENSMUSG00000039089
Lacc1	ENSMUSG00000044350
Lactb	ENSMUSG00000032370
Lag3	ENSMUSG00000030124
Lama2	ENSMUSG00000019899
Lama4	ENSMUSG00000019846
Lamb2	ENSMUSG00000052911
Lamp1	ENSMUSG00000031447
Lamtor1	ENSMUSG00000030842
Lamtor4	ENSMUSG00000050552
Lancl2	ENSMUSG00000062190
Large1	ENSMUSG00000004383
Larp6	ENSMUSG00000034839
Lars2	ENSMUSG00000035202
Lats1	ENSMUSG00000040021
Lats1	ENSMUSG00000116422
Lats2	ENSMUSG00000021959
Lbx2	ENSMUSG00000034968
Lca5	ENSMUSG00000032258
Lcmt1	ENSMUSG00000030763
Lcp1	ENSMUSG00000021998
Ldb3	ENSMUSG00000021798
Ldha	ENSMUSG00000063229
Ldhb	ENSMUSG00000030246
Ldhd	ENSMUSG00000031958
Ldlr	ENSMUSG00000032193
Lemd3	ENSMUSG00000048661
Leng1	ENSMUSG00000078813
Leng8	ENSMUSG00000035545
Leng9	ENSMUSG00000043432
Leo1	ENSMUSG00000042487
Leprotl1	ENSMUSG00000031513
Letm2	ENSMUSG00000037363
Lgals3	ENSMUSG00000050335
Lgals7	ENSMUSG00000053522
Lgi3	ENSMUSG00000033595
Lgi4	ENSMUSG00000036560
Lgr5	ENSMUSG00000020140
Lhfpl4	ENSMUSG00000042873
Lig1	ENSMUSG00000056394
Lig4	ENSMUSG00000049717
Limd1	ENSMUSG00000025239
Lims1	ENSMUSG00000019920
Lin28b	ENSMUSG00000063804
Lin37	ENSMUSG00000036845
Lin7a	ENSMUSG00000019906
Lin7b	ENSMUSG00000003872
Lingo1	ENSMUSG00000049556
Lingo3	ENSMUSG00000051067
Lins1	ENSMUSG00000053091
Lipe	ENSMUSG00000003123
Lipt2	ENSMUSG00000030725
Llph	ENSMUSG00000020224
Lmnb2	ENSMUSG00000062075
Lmo1	ENSMUSG00000036111
Lmo7	ENSMUSG00000033060
Lmtk2	ENSMUSG00000038970
Lmtk3	ENSMUSG00000062044
Lncpint	ENSMUSG00000044471
Lnx2	ENSMUSG00000016520
